0	9713
0	3749
1	3944
1	7266
1	4851
2	9731
3	9692
3	9765
3	5592
4	4460
4	5397
4	7424
5	6873
5	8513
5	8884
6	3110
6	9446
6	1763
6	4942
6	4772
7	3906
8	4885
8	5097
8	8918
8	3910
8	8483
8	4442
9	9545
10	7829
11	954
11	1903
12	8926
12	2692
12	8097
13	9265
14	3151
14	4706
14	4933
14	8709
15	1134
16	5055
19	7048
21	8290
21	8776
21	3602
21	2526
21	2516
22	768
22	4096
23	1951
24	4719
24	6380
24	1775
25	7769
25	4052
25	5374
26	8320
26	8894
27	7111
27	4552
27	4814
27	6865
27	4857
28	4131
28	6016
28	3162
29	8066
30	8469
30	9
30	827
30	8662
31	3326
31	3134
31	8516
31	4470
32	3455
32	5986
33	9191
34	5599
35	1384
35	7760
36	4815
38	6172
38	5296
39	6348
40	1611
40	9107
41	174
41	6687
42	4160
42	3954
42	5686
43	9475
43	1869
44	7831
44	8723
44	4503
46	8415
46	655
46	9447
47	9200
47	1878
47	6019
47	1339
48	4933
49	6034
49	8236
49	9658
50	8089
50	3522
51	3210
51	2120
51	612
51	4107
51	5653
51	5141
53	9323
53	4420
54	2693
54	7002
54	5193
54	8521
58	4430
58	846
59	7836
62	2281
62	567
63	3660
63	2062
64	4166
64	8001
65	5905
65	2552
66	6562
66	4774
66	8474
68	4972
68	2377
68	6470
69	6320
69	5189
70	7937
71	7613
71	7690
71	3296
71	6907
71	2156
71	5726
72	7145
74	4177
74	8265
75	8362
76	8022
76	8410
76	6580
77	5318
78	4276
79	7814
80	8593
80	6128
81	1271
82	9437
82	8937
83	924
84	2550
85	6184
85	3065
85	2517
86	4746
87	2146
87	6186
87	5784
87	7042
88	4591
88	7921
88	5389
89	3477
91	1647
91	3837
93	6005
94	4918
94	9274
94	7880
95	5355
95	1296
96	5422
96	2765
96	1029
98	1830
99	975
99	4794
99	2043
99	5437
99	8437
101	3338
102	3654
102	2534
102	5422
102	2124
103	7231
103	1214
103	3364
103	1246
103	7513
105	794
105	503
106	5218
107	5748
107	8959
109	2679
109	4116
109	6686
110	5164
110	8242
110	9052
110	8837
111	7559
112	6854
113	2302
113	1603
113	5616
113	6409
114	7611
114	8781
115	7196
116	1243
116	6652
116	3346
117	1021
117	4178
117	4185
118	198
118	1273
118	6092
118	1952
119	7313
119	7459
119	8462
119	170
120	6333
120	8692
121	5892
122	8014
123	566
125	7430
127	192
129	2931
130	9232
130	7314
131	6163
131	3372
132	2695
132	5259
132	4895
134	7064
134	2988
134	2614
135	4155
135	4117
137	7739
137	8054
137	8931
137	8534
138	3594
138	5632
139	8034
139	4710
140	7729
140	2309
140	5327
141	6802
141	6897
142	8667
142	7532
143	926
144	7375
145	2554
146	8938
146	2989
148	8192
149	7110
149	1995
150	1219
151	2008
151	8533
152	9641
153	1097
154	8474
154	2775
154	7926
154	4185
154	4072
156	655
157	8247
157	9564
158	1952
158	6862
158	6255
158	5806
159	7936
160	216
160	8078
161	9183
162	7611
162	4570
162	6963
163	2513
164	9729
164	1377
165	2810
165	553
165	6773
166	6322
167	9377
167	1202
167	1199
168	5740
169	4432
169	3737
169	2217
170	4262
170	4697
170	2763
171	7662
172	591
172	5855
172	2823
175	1414
176	664
176	9905
176	3880
178	2915
179	5494
179	7440
180	3474
180	5425
180	3956
181	6886
181	5642
182	6655
183	6893
184	2277
184	608
185	3238
185	1846
185	3841
185	4423
186	3867
186	5721
186	3818
187	5466
187	6960
188	6379
188	7275
188	1416
188	4870
189	4787
189	5840
189	1448
190	4042
190	124
190	4908
191	4431
191	8749
191	7036
191	284
192	9350
193	2769
193	8185
193	3342
194	1669
194	3607
194	7273
194	949
195	3460
195	2988
196	8033
196	94
198	6237
198	9545
199	2811
200	3403
200	4980
200	2789
200	4505
202	5232
202	6475
202	7781
203	3737
204	6937
204	791
204	4834
204	2403
205	7984
207	3666
207	8629
208	7310
208	4709
209	3474
213	267
214	492
214	3656
215	9985
215	2684
215	8465
217	2658
218	3754
219	8287
219	2021
220	8778
220	2709
221	2138
221	4144
221	6350
222	3178
222	5740
222	4815
223	8032
223	2891
224	3545
226	6179
226	8148
226	6491
227	8044
227	1218
227	7133
228	3991
228	7169
228	3323
229	5163
229	2259
230	7815
230	4857
230	1666
231	3457
231	6355
231	420
231	7632
232	7656
232	1258
232	4056
233	6386
235	5159
235	7923
236	9656
237	5029
237	4304
238	2241
238	2021
238	8485
238	8213
238	8917
239	5713
239	6605
239	1604
240	1033
240	1818
241	5780
242	3842
242	5598
243	7547
243	9138
243	3483
244	573
244	9253
245	111
245	2316
245	9816
247	8081
249	5028
249	9221
249	540
249	1475
250	4208
251	8788
251	4607
252	1193
252	59
252	9295
252	4368
253	2839
253	9755
253	9862
254	9599
254	3851
255	3340
255	5943
255	5914
256	2350
256	1929
256	1386
256	5821
256	8785
257	3606
258	8829
258	5702
258	3952
258	8388
259	7385
259	2891
260	6365
263	2307
263	5060
264	7619
264	1665
265	594
266	9697
266	8196
267	5681
268	5484
268	9361
268	598
268	3378
269	2167
269	678
269	8554
270	5084
271	3858
271	4299
272	4022
273	4678
273	6941
274	7353
274	921
274	896
274	7618
275	1604
275	3077
275	5199
277	707
278	2197
278	1376
278	7786
278	4214
278	176
279	6524
281	3813
282	9142
282	5627
282	7766
282	713
283	8135
283	5083
284	1998
284	1690
285	3328
285	9045
286	5379
286	6542
286	6580
287	3295
288	6554
288	579
290	1322
291	8247
291	6243
291	3171
292	8575
292	7004
292	4133
292	7822
292	376
292	1854
293	563
293	1945
294	7237
294	7631
294	3933
296	8634
296	9178
296	2566
296	8899
298	9766
298	148
299	7766
301	3903
301	8742
301	9574
302	6893
303	9718
303	791
304	6711
304	2022
304	5902
305	870
305	5235
305	532
306	2124
310	1806
310	7945
311	8702
311	8502
313	4471
314	8645
315	7486
316	5296
317	1438
317	3894
319	187
319	6854
319	4567
319	2733
319	2478
319	7092
319	6332
319	6800
319	7176
320	60
320	2596
322	2422
323	7155
323	1236
323	4013
324	8627
324	1821
324	4747
324	2993
324	9172
324	7565
324	1220
325	3128
326	9014
326	7608
326	2193
327	8379
327	8832
328	4634
329	9099
330	1431
331	3401
331	8997
332	7601
332	5658
333	8585
333	7159
335	2867
336	4681
336	4811
337	412
337	2401
338	732
338	6813
339	2852
339	7835
339	5301
339	3595
339	8202
340	1729
340	477
340	6051
340	1442
342	5529
343	1671
343	9012
344	36
344	1201
344	4931
344	7001
346	378
346	8892
346	2023
347	1208
347	1418
347	2616
348	4896
348	7826
349	1603
349	7287
349	8578
349	3547
350	7411
350	9533
351	4647
352	5559
352	3516
353	9812
354	6308
354	5023
355	8925
356	2905
356	2116
357	7416
357	495
357	2856
358	8589
358	9622
359	6861
362	7910
365	9138
365	7982
366	1803
366	4094
366	4727
367	5693
367	9487
368	9428
368	6444
370	6751
370	2755
371	4234
371	7988
372	8868
372	5325
372	4211
373	3894
373	3478
374	5164
374	5094
374	530
374	8263
375	4394
376	2245
376	7417
376	2655
377	744
377	1112
377	6086
378	2369
378	5659
378	7146
378	8942
379	2143
381	314
381	1783
381	8542
381	7156
381	5625
382	6799
382	359
383	9984
383	8979
383	9203
383	1538
383	5464
384	7587
384	2902
385	4582
386	856
387	9232
387	227
387	6224
387	8764
387	8373
387	5447
388	3341
388	7766
388	1328
